sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1238002120S1K	stools_11013150	na	NZ_CP063912.1	5510850	316055	5.7351	311162	98.4519	302235	97.1311	4893	1.5481	306957	97.1214	15065	4.7666	5967	39.6084	1425	9.459	7796	51.7491	5120	33.9861	201668	92.9815	144724	75.3344	0.9731
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1238002120S1K	stools_11014101	na	NZ_CP063912.1	5510850	450808	8.1804	440298	97.6686	430236	97.7147	10510	2.3314	440459	97.7043	22270	4.94	11921	53.5294	2150	9.6542	8446	37.9255	9597	43.0938	201668	65.6073	92434	81.2807	0.9675
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1238002120S1K	stools_11022501	na	NZ_CP063912.1	5510850	634571	11.5149	622181	98.0475	608642	97.8239	12390	1.9525	620449	97.7746	27230	4.2911	13108	48.1381	1812	6.6544	14596	53.6026	9173	33.6871	201668	76.0572	150509	82.233	0.974
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1238002120S1K	stools_11026150	na	NZ_CP063912.1	5510850	285072	5.1729	280342	98.3408	271779	96.9455	4730	1.6592	276303	96.9239	15041	5.2762	6272	41.6994	1916	12.7385	6590	43.8136	5945	39.5253	201668	59.3907	156082	56.3287	0.9668
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1238002120S1K	stools_11036150	na	NZ_CP063912.1	5510850	403787	7.3271	391130	96.8654	382983	97.9171	12657	3.1346	395221	97.8786	22336	5.5316	13770	61.6494	2060	9.2228	5815	26.0342	12299	55.0636	201668	93.3872	172152	85.5314	0.9809
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1238002120S1K	stools_11042101	na	NZ_CP063912.1	5510850	532346	9.66	511470	96.0785	505746	98.8809	20876	3.9215	526260	98.8568	26919	5.0567	20833	77.3914	627	2.3292	6025	22.382	18082	67.1719	201668	69.1076	74341	84.2456	0.9659
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1238002120S1K	stools_11054102	na	NZ_CP063912.1	5510850	431242	7.8253	417884	96.9024	408636	97.7869	13358	3.0976	421637	97.7727	24740	5.7369	15135	61.1762	2828	11.4309	6327	25.574	12946	52.3282	201668	93.3872	151583	92.6133	0.9806
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1238002120S1K	stools_12090501	na	NZ_CP063912.1	5510850	352049	6.3883	344727	97.9202	336746	97.6848	7322	2.0798	343875	97.6782	17429	4.9507	9255	53.1012	2466	14.1488	5909	33.9033	7180	41.1957	201668	100	324895	53.0104	0.9624
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1238002120S1K	stools_12119101	na	NZ_CP063912.1	5510850	425942	7.7292	419399	98.4639	409950	97.747	6543	1.5361	416299	97.7361	17465	4.1003	7822	44.7867	1766	10.1117	9326	53.3982	4825	27.6267	201668	92.9815	140053	64.1036	0.9632
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1238004220S1K	EST1256801101S1K	na	NZ_CP026013.1	5511705	350396	6.3573	347400	99.145	337784	97.232	2996	0.855	340698	97.2323	12961	3.699	3263	25.1755	367	2.8316	11705	90.3094	825	6.3652	195991	87.5066	170143	90.3228	0.9839
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1238105120S1K	ESO1357108120S1K	na	NZ_CP020847.1	5554150	174191	3.1362	173434	99.5654	170204	98.1376	757	0.4346	170936	98.1314	4428	2.542	1173	26.4905	443	10.0045	1184	26.7389	2774	62.6468	126053	100	215523	63.0907	0.9803
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1238105120S1K	stools_11034101	na	NZ_CP020847.1	5554150	249875	4.4989	248112	99.2944	243634	98.1952	1763	0.7056	245350	98.1891	6852	2.7422	2327	33.9609	621	9.063	1554	22.6795	4626	67.5131	126053	100	123522	81.9077	0.9838
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1241101120S2K	EST1232710101S1K	na	NZ_CP058758.1	5117945	1285884	25.125	1261296	98.0879	1244561	98.6732	24588	1.9121	1268766	98.6688	42481	3.3036	25363	59.7043	3111	7.3233	23608	55.5731	12578	29.6085	100867	45.8217	38382	84.5188	0.9843
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1241101120S2K	EST1233801101S1K	na	NZ_CP058758.1	5117945	812419	15.8739	798713	98.3129	783340	98.0753	13706	1.6871	796704	98.0657	31543	3.8826	15828	50.1791	3386	10.7346	18768	59.4997	7735	24.5221	100867	59.8779	63996	89.2462	0.9846
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1241101120S2K	stools_11006101	na	NZ_CP058758.1	5117945	934047	18.2504	920095	98.5063	901219	97.9485	13952	1.4937	914790	97.9383	34874	3.7336	15617	44.7812	2568	7.3637	23978	68.7561	7465	21.4056	100867	62.285	144228	47.6877	0.9751
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1241101120S2K	stools_11008150	na	NZ_CP058758.1	5117945	456684	8.9232	446469	97.7632	433757	97.1528	10215	2.2368	443515	97.1164	25176	5.5128	12007	47.6922	2828	11.2329	11764	46.727	9392	37.3054	100867	88.7119	147821	63.56	0.9788
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1241101120S2K	stools_11014101	na	NZ_CP058758.1	5117945	1341873	26.219	1320314	98.3934	1301197	98.5521	21559	1.6066	1322391	98.5481	41726	3.1095	22244	53.3097	2097	5.0256	28248	67.6988	9516	22.8059	100867	62.285	62241	82.7847	0.9844
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1242704120S1K	EST1232906101S1K	na	NZ_CP132736.1	5138005	233163	4.538	231284	99.1941	226014	97.7214	1879	0.8059	227854	97.7231	7952	3.4105	2643	33.2369	844	10.6137	5562	69.9447	1286	16.172	167097	75.3143	219695	62.7124	0.9657
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1247108120S1K	ESO1254204120S1K	na	NZ_CP063911.1	5484445	1521805	27.7477	1505064	98.8999	1483247	98.5504	16741	1.1001	1499762	98.5515	42880	2.8177	20837	48.5938	5894	13.7453	26781	62.4557	7695	17.9454	149250	67.2476	189624	42.2146	0.9688
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1247108120S1K	EST1247109101S1K	na	NZ_CP063911.1	5484445	1270089	23.158	1246287	98.126	1231857	98.8422	23802	1.874	1255271	98.8333	41753	3.2874	26935	64.5103	5693	13.6349	15123	36.2202	16769	40.1624	149250	57.1303	81360	93.2166	0.9821
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1254204120S1K	EST1247109101S1K	na	NZ_CP063911.1	5484445	2353503	42.9123	2322551	98.6849	2303967	99.1998	30952	1.3151	2334579	99.1959	54770	2.3272	35846	65.4482	6501	11.8696	10614	19.3792	35244	64.3491	189624	42.4588	81360	91.5536	0.9721
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1350804120S1K	stools_12088501	na	NZ_CP050845.1	5126042	205198	4.003	203066	98.961	197959	97.4851	2132	1.039	200020	97.4766	8510	4.1472	3332	39.1539	1302	15.2996	1454	17.0858	5483	64.4301	153284	68.9152	94635	90.8247	0.9804
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1350804120S1K	stools_12099101	na	NZ_CP050845.1	5126042	269820	5.2637	265319	98.3319	258910	97.5844	4501	1.6681	263297	97.5825	12360	4.5808	5837	47.2249	1523	12.322	1920	15.534	8306	67.2006	153284	78.4107	149304	52.9624	0.9802
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1356602120S1K	ESO1358301120S1K	na	NZ_CP063912.1	5510850	2538940	46.0717	2483788	97.8278	2466100	99.2879	55152	2.1722	2520576	99.2767	73504	2.8951	55140	75.0163	5344	7.2704	38001	51.6992	23404	31.8404	158004	69.4375	78475	83.986	0.9775
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1356602120S1K	EST1233801101S1K	na	NZ_CP063912.1	5510850	1267351	22.9974	1246329	98.3413	1231395	98.8018	21022	1.6587	1252010	98.7895	38332	3.0246	22991	59.9786	3810	9.9395	21516	56.1306	10853	28.3132	158004	79.2277	135906	90.7385	0.9806
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1356602120S1K	EST1234704101S1K	na	NZ_CP063912.1	5510850	972167	17.641	958584	98.6028	948068	98.903	13583	1.3972	961451	98.8977	25021	2.5737	14305	57.172	1715	6.8542	19124	76.4318	2734	10.9268	158004	86.4453	431931	48.7078	0.9345
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1356602120S1K	EST1238002101S1K	na	NZ_CP063912.1	5510850	954421	17.3189	929697	97.4095	911675	98.0615	24724	2.5905	935877	98.057	46342	4.8555	27798	59.9845	6323	13.6442	14198	30.6374	21781	47.0006	158004	75.2582	160506	88.9942	0.9878
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1356602120S1K	EST1358301101S1K	na	NZ_CP063912.1	5510850	1287422	23.3616	1261295	97.9706	1245318	98.7333	26127	2.0294	1270931	98.7191	44276	3.4391	27785	62.7541	5224	11.7987	20485	46.2666	14922	33.7022	158004	90.3509	215302	85.1181	0.9752
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1356602120S1K	stools_11013150	na	NZ_CP063912.1	5510850	973750	17.6697	956097	98.1871	939208	98.2335	17653	1.8129	956420	98.2203	36087	3.706	18757	51.9772	2475	6.8584	17485	48.4524	14672	40.6573	158004	88.08	144724	81.8199	0.9804
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1356602120S1K	stools_11014101	na	NZ_CP063912.1	5510850	1538003	27.9086	1501614	97.634	1480517	98.595	36389	2.366	1516346	98.5919	60748	3.9498	39091	64.3494	6228	10.2522	21352	35.1485	29920	49.2527	158004	46.1722	92434	68.3947	0.9717
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1356602120S1K	stools_11022501	na	NZ_CP063912.1	5510850	2081820	37.7767	2041764	98.0759	2019705	98.9196	40056	1.9241	2058992	98.9035	65867	3.1639	43039	65.3423	6468	9.8198	34040	51.6799	22838	34.6729	158004	62.7737	150509	82.233	0.9751
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1356602120S1K	stools_11026150	na	NZ_CP063912.1	5510850	885898	16.0755	867942	97.9731	850733	98.0173	17956	2.0269	868128	97.9941	37440	4.2262	19670	52.5374	3203	8.555	15579	41.6106	17039	45.5101	158004	56.4846	156082	62.9759	0.9676
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1356602120S1K	stools_11036150	na	NZ_CP063912.1	5510850	1445666	26.2331	1404365	97.1431	1384652	98.5963	41301	2.8569	1424975	98.5688	64133	4.4362	43442	67.7374	7111	11.0879	17039	26.5682	35837	55.8792	158004	83.2662	172152	88.9104	0.9797
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1356602120S1K	stools_11042101	na	NZ_CP063912.1	5510850	2087196	37.8743	2005348	96.0786	1992536	99.3611	81848	3.9214	2073711	99.3539	95915	4.5954	82430	85.9407	5217	5.4392	17489	18.2339	68290	71.1985	158004	43.6647	74341	76.371	0.9746
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1356602120S1K	stools_11054102	na	NZ_CP063912.1	5510850	1499904	27.2173	1455416	97.0339	1431728	98.3724	44488	2.9661	1475337	98.3621	71960	4.7976	47393	65.8602	8070	11.2146	18199	25.2904	40811	56.7135	158004	79.2277	151583	92.6133	0.9811
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1356602120S1K	stools_12090501	na	NZ_CP063912.1	5510850	1192361	21.6366	1166986	97.8719	1148714	98.4343	25375	2.1281	1173557	98.423	46275	3.881	27471	59.3647	5026	10.8612	17533	37.8887	19883	42.967	158004	92.266	324895	58.4577	0.9605
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
ESO1356602120S1K	stools_12119101	na	NZ_CP063912.1	5510850	1348885	24.4769	1325532	98.2687	1309285	98.7743	23353	1.7313	1332233	98.7655	41762	3.096	25110	60.1264	3857	9.2357	22866	54.7531	12472	29.8645	158004	86.3814	140053	75.1794	0.9713
sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	multi	multiPct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	BnotA	BnotApct	Agaps	AgapPct	Bgaps	BgapPct	gapJaccardSim
