source,target,interaction,scaffold,species,HH_type,genus,distance
ESO1247101120S1K,EST1234709101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,10467.0689729067
ESO1247101120S1K,EST1237103201S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,6338.90373842149
ESO1247101120S1K,EST1241108101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,34179.2222924415
ESO1247101120S1K,EST1242209101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,33365.7956721594
ESO1247101120S1K,EST1350511101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,4484.52248697869
ESO1247101120S1K,EST1356601101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,4697.98520138724
ESO1247101120S1K,EST1356611101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,4092.00879312487
ESO1247101120S1K,EST1358301101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,2262.35172111904
ESO1247101120S1K,EST1358301201S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,2263.18258156095
ESO1247109120S1K,EST1237103201S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,6333.06481265146
ESO1247109120S1K,EST1241108101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,34251.8972420824
ESO1247210120S1K,EST1213404101S1K,strain_sharing,NZ_CP055230.1,Entc_hirae,Between,Entc,29751.7229754687
ESO1247210120S1K,EST1242805101S1K,strain_sharing,NZ_CP055230.1,Entc_hirae,Between,Entc,38665.925360544
ESO1350507120S1K,ESO1350511120S1K,strain_sharing,NZ_AP027299.1,Entc_hirae,Between,Entc,754.232936713644
ESO1350507120S1K,EST1247109101S1K,strain_sharing,NZ_AP027299.1,Entc_hirae,Between,Entc,4329.00146360509
ESO1350511120S1K,EST1247109101S1K,strain_sharing,NZ_AP027299.1,Entc_hirae,Between,Entc,4085.02934606767
EST1212204101S1K,EST1356604101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,27711.4458966681
EST1212206101S1K,EST1212206201S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,67.5211133979719
EST1212206101S1K,EST1232702101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,11404.5941667141
EST1212206101S1K,EST1237103201S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,17348.1772004287
EST1212206101S1K,EST1238004201S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,21318.3910265123
EST1212206101S1K,EST1242101101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,9906.58029200929
EST1212206101S1K,EST1350511101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,24082.1370727688
EST1212206101S1K,EST1356611101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,26988.1035157076
EST1212206101S1K,EST1356618101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,28142.9461078979
EST1212206101S1K,EST1358302101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,24847.6886721979
EST1212206101S1K,EST1358304101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,25333.0762282679
EST1212206201S1K,EST1232702101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,11356.9331296236
EST1212206201S1K,EST1237103201S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,17285.6901329728
EST1212206201S1K,EST1238004201S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,21260.2012387835
EST1212206201S1K,EST1242101101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,9961.14138062164
EST1212206201S1K,EST1356611101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,26925.2124507843
EST1212206201S1K,EST1356618101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,28080.4563015514
EST1212206201S1K,EST1358302101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,24784.3194131333
EST1212206201S1K,EST1358304101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,25270.0050541443
EST1212705101S1K,EST1234709101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,14795.7997699291
EST1212705101S1K,EST1241108101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,10052.7102193973
EST1212705101S1K,EST1242209101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,9184.98096040347
EST1212705101S1K,EST1350511101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,25159.8306466391
EST1212705101S1K,EST1356601101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,28505.6321727892
EST1212705101S1K,EST1358301101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,26121.9967612796
EST1212705101S1K,EST1358301201S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,26122.055375272
EST1213404101S1K,EST1242805101S1K,strain_sharing,NZ_CP055230.1,Entc_hirae,Between,Entc,8941.3565996275
EST1232702101S1K,EST1237103201S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,8132.14801893293
EST1232702101S1K,EST1238004201S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,10670.917588053
EST1232702101S1K,EST1242101101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,21249.0743816088
EST1232702101S1K,EST1356611101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,17164.1793784572
EST1232702101S1K,EST1356618101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,18168.7326203926
EST1232702101S1K,EST1358302101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,15265.1454969406
EST1234709101S1K,EST1241108101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,24177.9661855242
EST1234709101S1K,EST1242209101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,23980.7370456687
EST1234709101S1K,EST1350511101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,10405.0714683755
EST1234709101S1K,EST1356601101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,14022.0581374046
EST1234709101S1K,EST1358301101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,11811.8962361567
EST1234709101S1K,EST1358301201S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,11811.6744096618
EST1234709101S1K,EST1358302101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,11543.6796465995
EST1237103201S1K,EST1238004201S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,4831.92349139994
EST1237103201S1K,EST1241108101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,28029.056525839
EST1237103201S1K,EST1242101101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,27067.1799335711
EST1237103201S1K,EST1356611101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,9646.00732572244
EST1237103201S1K,EST1358301101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,7813.7056088086
EST1237103201S1K,EST1358302101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,7536.27782064313
EST1238004201S1K,EST1241108101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,31692.2440407202
EST1238004201S1K,EST1242101101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,31190.642101849
EST1238004201S1K,EST1356611101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,6832.94793869454
EST1238004201S1K,EST1358302101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,5423.14453706104
EST1238004201S1K,EST1358304101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,5573.95506563981
EST1241104101S1K,EST1247211101S1K,strain_sharing,NZ_CP055230.1,Entc_hirae,Between,Entc,37951.6875449792
EST1241104101S1K,EST1356602101S1K,strain_sharing,NZ_CP055230.1,Entc_hirae,Between,Entc,37794.206956173
EST1241108101S1K,EST1242101101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,4818.23303947385
EST1241108101S1K,EST1242209101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,4564.06783220039
EST1241108101S1K,EST1350511101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,34562.4595419781
EST1241108101S1K,EST1356601101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,38152.3869121527
EST1241108101S1K,EST1356611101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,37669.6755167999
EST1241108101S1K,EST1358301101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,35840.649702458
EST1241108101S1K,EST1358301201S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,35840.5980325669
EST1241108101S1K,EST1358302101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,35561.6378123524
EST1241108101S1K,EST1358304101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,36028.5406766804
EST1242101101S1K,EST1256808101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,19219.5832151254
EST1242101101S1K,EST1350511101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,33908.6485906526
EST1242101101S1K,EST1356601101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,37176.5752792663
EST1242101101S1K,EST1356611101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,36650.4535475239
EST1242101101S1K,EST1358301101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,34762.319922137
EST1242101101S1K,EST1358302101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,34477.5020542843
EST1242209101S1K,EST1350511101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,34338.3196411825
EST1242209101S1K,EST1356601101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,37623.0915465507
EST1242209101S1K,EST1358301101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,35212.535500977
EST1242209101S1K,EST1358301201S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,35212.6508544936
EST1247106101S1K,EST1254203101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,39988.0517351373
EST1247211101S1K,EST1356602101S1K,strain_sharing,NZ_CP055230.1,Entc_hirae,Between,Entc,8333.88665169343
EST1350511101S1K,EST1356601101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,4211.53669771744
EST1350511101S1K,EST1358301101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,3291.75445632831
EST1350511101S1K,EST1358301201S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,3290.54630084976
EST1350511101S1K,EST1358304101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,3130.47839917377
EST1356601101S1K,EST1358301101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,2497.51439892284
EST1356601101S1K,EST1358301201S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,2497.0500598359
EST1356601101S1K,EST1358302101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,2779.12148760528
EST1356611101S1K,EST1358302101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,2202.09642926325
EST1356618101S1K,EST1358304101S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,2878.63194425709
EST1358301101S1K,EST1358301201S1K,strain_sharing,NZ_CP055229.1,Entc_hirae,Between,Entc,1.31292252156273
EST1359005101S1K,EST2359005102S1K,strain_sharing,NZ_AP027299.1,Entc_hirae,Within,Entc,0
EST1359005101S1K,EST2359005102S1K,strain_sharing,NZ_CP040878.1,Entc_faecium,Within,Entc,0
